source,uid,category,bucket,download_ok,name,ok_load,watertight,body_count,orig_extents_mm,min_width_raw_mm,suggested_scale,min_width_scaled_mm,max_extent_scaled_mm,thin_axis_scaled_mm,verdict,reason,error,local_path
objaverse,d688c1d6c0ad4dd7b3d219ce2c23a942,button,flat_thin,True,button/d688c1d6,True,False,47,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-082/d688c1d6c0ad4dd7b3d219ce2c23a942.glb
objaverse,0cc5ab2e6c194b31b5ce5953fb1a1347,bookmark,flat_thin,True,bookmark/0cc5ab2e,True,False,12,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-058/0cc5ab2e6c194b31b5ce5953fb1a1347.glb
objaverse,f5e139a22c4f44649f5a653348737320,bookmark,flat_thin,False,,,,,,,,,,,reject,,download failed,
objaverse,4d118da1c0fe4325a33d8e87898c8d41,bookmark,flat_thin,False,,,,,,,,,,,reject,,download failed,
objaverse,8ff274a077d3448ab1c45f888cee4e46,die,flat_thin,False,,,,,,,,,,,reject,,download failed,
objaverse,bdb711b30f224550a79a1c286a3c1119,die,flat_thin,False,,,,,,,,,,,reject,,download failed,
objaverse,071f6fb8ee4c4ab8aac5520f82e20c9c,die,flat_thin,False,,,,,,,,,,,reject,,download failed,
objaverse,0d26e1fdc4c34f5686b7382871519435,scissors,complex_concave,False,,,,,,,,,,,reject,,download failed,
objaverse,0019c537f5884ce08907a07e72bd3b64,scissors,complex_concave,False,,,,,,,,,,,reject,,download failed,
objaverse,d49fabce5b3641b383071fbd8db34736,scissors,complex_concave,False,,,,,,,,,,,reject,,download failed,
objaverse,6e6df6348f8f4d0a8bfc2c6682655e93,pliers,complex_concave,True,pliers/6e6df634,True,False,387,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-030/6e6df6348f8f4d0a8bfc2c6682655e93.glb
objaverse,0079418517784f2bbf0aec6fd8de3cde,pliers,complex_concave,True,pliers/00794185,True,False,86,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-000/0079418517784f2bbf0aec6fd8de3cde.glb
objaverse,1e2f1be6900643308b16046bf930e3a2,pliers,complex_concave,True,pliers/1e2f1be6,True,False,52,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-107/1e2f1be6900643308b16046bf930e3a2.glb
objaverse,18929125571b4ed6ada9a29032d7ffb1,tongs,complex_concave,True,tongs/18929125,True,False,34,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-107/18929125571b4ed6ada9a29032d7ffb1.glb
objaverse,dc660aa382114a93b0c8ea2f929c8b07,tongs,complex_concave,True,tongs/dc660aa3,True,False,33,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-026/dc660aa382114a93b0c8ea2f929c8b07.glb
objaverse,9d4ba7fd485645ea8ded8277485cc540,tongs,complex_concave,True,tongs/9d4ba7fd,True,False,122,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-026/9d4ba7fd485645ea8ded8277485cc540.glb
objaverse,59ea19c9ab4e4f92b9a7d8500cad62b0,padlock,complex_concave,True,padlock/59ea19c9,True,False,28,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-135/59ea19c9ab4e4f92b9a7d8500cad62b0.glb
objaverse,b791d1a470ab43f3b3b310c7e8451e1c,padlock,complex_concave,True,padlock/b791d1a4,True,False,215,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-101/b791d1a470ab43f3b3b310c7e8451e1c.glb
objaverse,f3add20f119b4a8a99d7e685d3a94d5f,padlock,complex_concave,True,padlock/f3add20f,True,False,130,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-001/f3add20f119b4a8a99d7e685d3a94d5f.glb
objaverse,d79db39f15eb47a6b56fe194ba7cf11c,eggbeater,complex_concave,True,eggbeater/d79db39f,True,False,1106,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-068/d79db39f15eb47a6b56fe194ba7cf11c.glb
objaverse,e408c968b0f44a9d92ac92ad390b608a,nutcracker,complex_concave,True,nutcracker/e408c968,True,False,177,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-017/e408c968b0f44a9d92ac92ad390b608a.glb
objaverse,4ea529890078407299df913a84d21ddd,nutcracker,complex_concave,True,nutcracker/4ea52989,True,False,7332,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-131/4ea529890078407299df913a84d21ddd.glb
objaverse,b40004677ea841cca02f9a8e9b6db754,nutcracker,complex_concave,True,nutcracker/b4000467,True,False,2703,,,,,,,reject,,split() returned no usable parts,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-039/b40004677ea841cca02f9a8e9b6db754.glb
objaverse,62b0cd50ed0d428d8fe60e65d62d005b,can_opener,complex_concave,True,can_opener/62b0cd50,True,False,1953,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-112/62b0cd50ed0d428d8fe60e65d62d005b.glb
objaverse,e5a6262588814c91b796de8b44b7f757,can_opener,complex_concave,True,can_opener/e5a62625,True,False,110,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-149/e5a6262588814c91b796de8b44b7f757.glb
objaverse,ffb33b1407ae4a50949d4b0f171d2090,can_opener,complex_concave,True,can_opener/ffb33b14,True,False,36,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-123/ffb33b1407ae4a50949d4b0f171d2090.glb
objaverse,074a4a23e33b4c71b7cd200db490f23f,peeler_(tool_for_fruit_and_vegetables),complex_concave,True,peeler_(tool_for_fruit_and_vegetables)/074a4a23,True,False,730,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-047/074a4a23e33b4c71b7cd200db490f23f.glb
objaverse,1c088324b71e4ede9b18f77be0880b83,peeler_(tool_for_fruit_and_vegetables),complex_concave,True,peeler_(tool_for_fruit_and_vegetables)/1c088324,True,False,50107,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-112/1c088324b71e4ede9b18f77be0880b83.glb
objaverse,40d8954144d143f9bd8be9a90edeb16f,peeler_(tool_for_fruit_and_vegetables),complex_concave,True,peeler_(tool_for_fruit_and_vegetables)/40d89541,True,False,21341,,,,,,,reject,,split() returned no usable parts,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-150/40d8954144d143f9bd8be9a90edeb16f.glb
objaverse,07f62a6fb60a4fb0bc956b800822e611,bottle_opener,complex_concave,True,bottle_opener/07f62a6f,True,False,19,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-128/07f62a6fb60a4fb0bc956b800822e611.glb
objaverse,50f1425f4a5a49fa929a78b34d190626,bottle_opener,complex_concave,True,bottle_opener/50f1425f,True,False,44,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-043/50f1425f4a5a49fa929a78b34d190626.glb
objaverse,4d7f901aaf7a48819912db0c2d2e0bf3,bottle_opener,complex_concave,True,bottle_opener/4d7f901a,True,False,4565,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-043/4d7f901aaf7a48819912db0c2d2e0bf3.glb
objaverse,0adcf1771a3c4b5c922c47dd09d149b0,stapler_(stapling_machine),complex_concave,True,stapler_(stapling_machine)/0adcf177,True,False,44,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-012/0adcf1771a3c4b5c922c47dd09d149b0.glb
objaverse,f996b1c1902947caa506d56e565de77e,stapler_(stapling_machine),complex_concave,True,stapler_(stapling_machine)/f996b1c1,True,False,2880,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-091/f996b1c1902947caa506d56e565de77e.glb
objaverse,d2c345be5c084b4e8c92b48f7be69315,stapler_(stapling_machine),complex_concave,True,,,,,,,,,,,reject,,skipped: 48MB > 20MB cap,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-079/d2c345be5c084b4e8c92b48f7be69315.glb
objaverse,eccf22e082b74764ae96ac88ef29bdf7,puncher,small_tools_office,True,puncher/eccf22e0,True,False,114,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-107/eccf22e082b74764ae96ac88ef29bdf7.glb
objaverse,1015bf1ff57445b69af7a2639788073b,puncher,small_tools_office,True,puncher/1015bf1f,True,False,3421,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-097/1015bf1ff57445b69af7a2639788073b.glb
objaverse,ad1ef89672ba41dca171b5b36e6a15ce,puncher,small_tools_office,True,puncher/ad1ef896,True,False,2208,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-078/ad1ef89672ba41dca171b5b36e6a15ce.glb
objaverse,24b0ef19fb344e8aa1cc4e79e5a81564,remote_control,small_tools_office,True,,,,,,,,,,,reject,,skipped: 23MB > 20MB cap,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-138/24b0ef19fb344e8aa1cc4e79e5a81564.glb
objaverse,9338612e9fb54a79a42f9561fc22b697,remote_control,small_tools_office,True,remote_control/9338612e,True,False,104,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-148/9338612e9fb54a79a42f9561fc22b697.glb
objaverse,98794f0126fa479398b029e87798b26f,remote_control,small_tools_office,True,remote_control/98794f01,True,False,39,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-089/98794f0126fa479398b029e87798b26f.glb
objaverse,f0916a69ba514ecc973b44528b9dcc43,eraser,small_tools_office,True,eraser/f0916a69,True,False,168,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-112/f0916a69ba514ecc973b44528b9dcc43.glb
objaverse,e3780256aa164b4f8c821cf9d81637bf,eraser,small_tools_office,True,eraser/e3780256,True,False,123,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-009/e3780256aa164b4f8c821cf9d81637bf.glb
objaverse,6732042e258b469a84262c07ec5b86a8,eraser,small_tools_office,True,eraser/6732042e,True,False,4,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-034/6732042e258b469a84262c07ec5b86a8.glb
objaverse,16b324b7953143fba6a2db990a8f5630,pencil_sharpener,small_tools_office,True,pencil_sharpener/16b324b7,True,False,2108,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-097/16b324b7953143fba6a2db990a8f5630.glb
objaverse,8aa71c7f90984591bd4245ec3b78f2b0,pencil_sharpener,small_tools_office,True,pencil_sharpener/8aa71c7f,True,False,9945,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-085/8aa71c7f90984591bd4245ec3b78f2b0.glb
objaverse,0a123c9fa197432193f5d421f5e3bbf8,pencil_sharpener,small_tools_office,True,pencil_sharpener/0a123c9f,True,False,37,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-019/0a123c9fa197432193f5d421f5e3bbf8.glb
objaverse,b7d882cb1790458abc58bac105e01a4f,thumbtack,small_tools_office,True,thumbtack/b7d882cb,True,False,3,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-000/b7d882cb1790458abc58bac105e01a4f.glb
objaverse,b9dd553e4d4242dea05ae437695f4d66,thumbtack,small_tools_office,True,thumbtack/b9dd553e,True,False,8,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-036/b9dd553e4d4242dea05ae437695f4d66.glb
objaverse,4e7f37bee0674d569f558b0f08b7fdb7,thumbtack,small_tools_office,True,thumbtack/4e7f37be,True,False,8,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-061/4e7f37bee0674d569f558b0f08b7fdb7.glb
objaverse,103b84e866904d69843f8cd3ed11bceb,paperweight,small_tools_office,True,paperweight/103b84e8,True,False,430,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-050/103b84e866904d69843f8cd3ed11bceb.glb
objaverse,8388e93c6d6549228dbdd676c220ff14,paperweight,small_tools_office,True,paperweight/8388e93c,True,False,1913,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-094/8388e93c6d6549228dbdd676c220ff14.glb
objaverse,30e5d605c17d4db69ec3851bc712a883,paperweight,small_tools_office,True,,,,,,,,,,,reject,,skipped: 86MB > 20MB cap,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-146/30e5d605c17d4db69ec3851bc712a883.glb
objaverse,59c81aeeb0a241509936eb06f1146228,compass,small_tools_office,True,compass/59c81aee,True,False,22,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-084/59c81aeeb0a241509936eb06f1146228.glb
objaverse,3a51cfca26b34da7a8ac02af373cd130,compass,small_tools_office,True,compass/3a51cfca,True,False,159,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-084/3a51cfca26b34da7a8ac02af373cd130.glb
objaverse,c149f9d83e574e72830271f74e6bb13c,compass,small_tools_office,True,compass/c149f9d8,True,False,175,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-009/c149f9d83e574e72830271f74e6bb13c.glb
objaverse,9affa340947c4ec6a2712ceff577311d,calculator,small_tools_office,True,calculator/9affa340,True,False,355,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-065/9affa340947c4ec6a2712ceff577311d.glb
objaverse,78ac2ed21a7b466bbc158930ca952c95,calculator,small_tools_office,True,calculator/78ac2ed2,True,False,6313,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-019/78ac2ed21a7b466bbc158930ca952c95.glb
objaverse,69511a7fad2f42ee8c4b0579bbc8fec6,calculator,small_tools_office,True,calculator/69511a7f,True,False,1732,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-141/69511a7fad2f42ee8c4b0579bbc8fec6.glb
objaverse,85a796997c65490aac88c6ea6a06f787,ball,toys_misc,True,ball/85a79699,True,False,4,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-028/85a796997c65490aac88c6ea6a06f787.glb
objaverse,0241e66e7f93462ea3cddfb1f326d753,ball,toys_misc,True,ball/0241e66e,True,False,41,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-000/0241e66e7f93462ea3cddfb1f326d753.glb
objaverse,c0a05946dd024c2e925bd990eb178f8b,ball,toys_misc,True,ball/c0a05946,True,False,2,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-137/c0a05946dd024c2e925bd990eb178f8b.glb
objaverse,84c6db3662f948848619613c146a707f,tennis_ball,toys_misc,True,tennis_ball/84c6db36,True,False,65,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-044/84c6db3662f948848619613c146a707f.glb
objaverse,ac100cbc729245ef91580206eef2e4bd,tennis_ball,toys_misc,True,tennis_ball/ac100cbc,True,False,43,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-073/ac100cbc729245ef91580206eef2e4bd.glb
objaverse,c6af42f5c0d14575b8c254b253c9d620,tennis_ball,toys_misc,True,tennis_ball/c6af42f5,True,False,10,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-098/c6af42f5c0d14575b8c254b253c9d620.glb
objaverse,16dce1e474a046d0a5c95c24391705ee,ping-pong_ball,toys_misc,True,ping-pong_ball/16dce1e4,True,False,86,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-026/16dce1e474a046d0a5c95c24391705ee.glb
objaverse,da9268ed32d8410085dab42c0b5cc9cb,ping-pong_ball,toys_misc,True,ping-pong_ball/da9268ed,True,False,1111,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-129/da9268ed32d8410085dab42c0b5cc9cb.glb
objaverse,d677ab175af14499a17240c41139bfab,ping-pong_ball,toys_misc,True,ping-pong_ball/d677ab17,True,True,1,"[20.0, 20.0, 20.0]",19.95,2.0046,40.0,40.1,40.0,accept,"min-width 40.0mm, max-extent 40.1mm, thin-axis 40.0mm at scale 2.005",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-029/d677ab175af14499a17240c41139bfab.glb
objaverse,134f666a480347b8a1be2867e17fcdf5,baseball,toys_misc,True,,,,,,,,,,,reject,,skipped: 65MB > 20MB cap,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-103/134f666a480347b8a1be2867e17fcdf5.glb
objaverse,c821f8eec303421fbb9288ba3d299362,baseball,toys_misc,True,baseball/c821f8ee,True,False,640,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-151/c821f8eec303421fbb9288ba3d299362.glb
objaverse,ba63c51e3a084871940c5ae6fe9113de,baseball,toys_misc,True,baseball/ba63c51e,True,False,131,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-044/ba63c51e3a084871940c5ae6fe9113de.glb
objaverse,ab58fb5cf1884d919afcb18610459c7e,frisbee,toys_misc,True,frisbee/ab58fb5c,True,True,1,"[3555.6, 287.4, 3555.6]",287.41,0.0626,18.0,222.7,18.2,reject,height/thin-axis 18.2mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-141/ab58fb5cf1884d919afcb18610459c7e.glb
objaverse,55bb0b05a9f04ee4a4f27a0ab990a71d,frisbee,toys_misc,True,frisbee/55bb0b05,True,False,1,"[4039.6, 496.7, 3684.3]",496.74,0.0362,18.0,146.4,18.0,reject,height/thin-axis 18.0mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-090/55bb0b05a9f04ee4a4f27a0ab990a71d.glb
objaverse,9ecb77b349884efcb4c161cb701dbe23,frisbee,toys_misc,True,frisbee/9ecb77b3,True,False,524,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-074/9ecb77b349884efcb4c161cb701dbe23.glb
objaverse,de6857a0957b4047bff8c031877a255e,rubber_band,toys_misc,True,rubber_band/de6857a0,True,False,1,"[200.0, 20.0, 200.0]",20.0,0.9,18.0,180.0,18.0,reject,height/thin-axis 18.0mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-029/de6857a0957b4047bff8c031877a255e.glb
objaverse,2f68c7ae32614c75874793f5de4a4cbc,rubber_band,toys_misc,True,rubber_band/2f68c7ae,True,False,56880,,,,,,,reject,,split() returned no usable parts,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-156/2f68c7ae32614c75874793f5de4a4cbc.glb
objaverse,a0501b0193884ceabbc7309952ab5f09,rubber_band,toys_misc,True,rubber_band/a0501b01,True,False,66242,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-022/a0501b0193884ceabbc7309952ab5f09.glb
objaverse,c59c34fda54e475d9ad129f709d723c3,figurine,toys_misc,True,figurine/c59c34fd,True,False,3184,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-024/c59c34fda54e475d9ad129f709d723c3.glb
objaverse,a014bc0996224c0686c1b486c684060a,figurine,toys_misc,True,figurine/a014bc09,True,False,75,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-127/a014bc0996224c0686c1b486c684060a.glb
objaverse,6edaa7e4dcbd49159a00bbddf2c509a5,figurine,toys_misc,True,figurine/6edaa7e4,True,False,59,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-040/6edaa7e4dcbd49159a00bbddf2c509a5.glb
objaverse,3608313dd1f64fcfa185633f34b092c0,toy,toys_misc,True,toy/3608313d,True,False,4391,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-132/3608313dd1f64fcfa185633f34b092c0.glb
objaverse,eb5aebdf527d457a8c815fd872babac6,toy,toys_misc,True,toy/eb5aebdf,True,False,1127,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-112/eb5aebdf527d457a8c815fd872babac6.glb
objaverse,e93f95b217ea4ba3be66fdc801d0e2a6,toy,toys_misc,True,toy/e93f95b2,True,False,690,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-039/e93f95b217ea4ba3be66fdc801d0e2a6.glb
objaverse,c6a403de625f4a49b6a162f8cc22e0b3,jar,kitchen_containers,True,jar/c6a403de,True,False,3700,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-018/c6a403de625f4a49b6a162f8cc22e0b3.glb
objaverse,1725e3264af442189e080894d9c5e74c,jar,kitchen_containers,True,jar/1725e326,True,False,28,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-039/1725e3264af442189e080894d9c5e74c.glb
objaverse,96e12eb5891a46fca80207b73263bc6c,jar,kitchen_containers,True,jar/96e12eb5,True,False,22,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-007/96e12eb5891a46fca80207b73263bc6c.glb
objaverse,640b0c8287274629a7f4ff3ce74a5999,beer_can,kitchen_containers,True,beer_can/640b0c82,True,False,5,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-103/640b0c8287274629a7f4ff3ce74a5999.glb
