name,category,bucket,source_uid,geom_verdict,suggested_scale,prep_ok,fem_gate_pass,fem_tets,collection_status,success_rate,ever_success_rate,sub_yield_frac,episodes_saved,stage,note,timestamp
saltshaker,saltshaker,tall_narrow,77a7cef9019c4a50b982e315b38a90df,accept,0.0006,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:24
coil,coil,unknown,33d70246aca544cf9ddae738254bc1ef,accept,0.0223,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:25
inhaler,inhaler,unknown,4721a75efb6b4d1ba91cf61696fc9a31,accept,0.0188,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:27
parasail,parasail_(sports),unknown,c5ac7eab218a4b50a5ffcbbf09d34363,accept,0.0032,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:30
pet,pet,unknown,5e3e6f8692584d67956cc501b869e02b,accept,0.0073,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:30
armor,armor,unknown,a739fbc9d88c4daf9f730dd9f6778c68,accept,0.0001,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:31
barge,barge,unknown,b4379858a3224dec8b89f93656ccd156,accept,0.0038,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:31
lawn_mower,lawn_mower,unknown,61b40bf8aa0748da88849a6336bf71de,accept,0.0111,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:31
coverall,coverall,unknown,84f0eabb482d46e1b39a3d559130a664,accept,0.0312,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:32
diaper,diaper,unknown,00c3da4c6a054847b5c220f75d065f0d,accept,0.0261,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:34
postcard,postcard,unknown,104d34aa17e648adb50231219edf8665,accept,0.0037,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:34
martini,martini,unknown,0c18856042ec43458ac04a4a0ed9311e,accept,0.0009,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:34
birthday_cake,birthday_cake,unknown,f058995dd57c445a8e50030702a8dbc6,accept,0.0127,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:35
radio_receiver,radio_receiver,unknown,9033159bd5ad4737b75d6a81f0a8301b,accept,0.2099,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:37
mug,mug,thin_shell_hollow,13bd7511918640fba71dd4ca554d5a5e,accept,0.0404,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:39
drumstick,drumstick,elongated_rope_stick,9099f14a50194c6da24a526877b28066,accept,0.0231,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:40
sausage,sausage,unknown,602747b4fe4d435e8a37c7a2e3edce03,accept,0.0194,True,False,3958,,,,,,fem_gate,direct_tet/ratio/tetcount gate failed,2026-09-09 00:26:40
broccoli,broccoli,unknown,8771813e441a4f34bfc80db529d943f5,accept,0.3177,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:40
ski_parka,ski_parka,unknown,57a9f57210654739a9243996a926ae55,accept,0.0374,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:41
fire_extinguisher,fire_extinguisher,unknown,8b52b1f4c4c44bb9866146f60dbe534c,accept,0.017,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:41
pancake,pancake,unknown,ea77d8cfdbed47978a568c5b741910f6,accept,0.0001,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:42
pen,pen,elongated_rope_stick,f974e3e7c83d493ab8ed26e812567880,accept,0.0033,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:42
carrot,carrot,elongated_rope_stick,50412b64aa20474b87e2ed690464cfea,accept,0.0004,True,False,5300,,,,,,fem_gate,direct_tet/ratio/tetcount gate failed,2026-09-09 00:26:42
clasp,clasp,unknown,25290cec69eb4154b7c831f76a5c022e,accept,0.0055,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:44
plow,plow_(farm_equipment),unknown,2418fa403fff41f5959f459085d2eb08,accept,0.0002,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:44
shower_cap,shower_cap,unknown,240af2279855434b8b1e2e5d04ae30c6,accept,0.0012,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:44
squid,squid_(food),unknown,0fb0c4ff0d3f489288caa0afef723230,accept,0.0003,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:45
garbage,garbage,unknown,2ca171ded7104ca98d0010ec62c27d2c,accept,0.0268,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:48
tape,tape_(sticky_cloth_or_paper),unknown,f119a138add7447aafc27029d9594c81,accept,0.0,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:50
colander,colander,thin_shell_hollow,0ba23e1b5ca346eea78fb885dd1a59d3,accept,0.4153,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:51
hairnet,hairnet,unknown,0af496d645b94038971cb609f782a171,accept,0.5034,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:51
sword,sword,unknown,c798c8b14cdc4001a96afd2b20ee07ce,accept,0.0003,True,True,2936,crashed,,,,,collect,"rc=1, see sword_pilot_collect.log",2026-09-09 00:26:52
helmet,helmet,unknown,a64fa1262856414b8aa4bd9eaa1d2a7f,accept,0.0145,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:53
stew,stew,unknown,a4475b81ba7b4d589faeba319b58b30e,accept,0.026,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:53
tobacco_pipe,tobacco_pipe,unknown,89aba26d17ec46bfb2d63803a38bacf7,accept,0.0021,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:54
puppet,puppet,unknown,cc08afda9f27432d909b1160b52d8bbc,accept,0.0206,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:54
teacup,teacup,tall_narrow,1f0920eb333f402f994a4f7c39c2944b,accept,0.6413,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:55
truffle,truffle_(chocolate),unknown,750ac13000e445bc8f658434c65a6d9a,accept,37.8477,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:56
salsa,salsa,unknown,1b69326303a247d1b87c49f54ab82653,accept,0.347,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:56
shovel,shovel,unknown,f30ba7d7a43b436587f8d9c57e1656c5,accept,0.1483,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:56
jewelry,jewelry,unknown,77ff876381194041a525815d4b83d34f,accept,10.7218,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:26:59
water_gun,water_gun,unknown,7fa9d5093e424caea027e4c68d6a60c3,accept,0.0182,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:00
lemon,lemon,compact_blobby,92ed1dee5a3149cc92a862795b87ead4,accept,0.0155,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:00
matchbox,matchbox,unknown,16930ec31f5342a08e1233eaae01b2c9,accept,0.0395,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:01
spotlight,spotlight,unknown,9addea6a4129438b83a1fc3ed4a784ec,accept,0.0489,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:03
tambourine,tambourine,unknown,3e6004858508416293b536efaa2cbedc,accept,0.2466,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:05
oil_lamp,oil_lamp,unknown,6d5c188ddfe143db90961503933f17d9,accept,0.2801,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:05
wind_chime,wind_chime,unknown,b2e70e0d8d8b4224b407da650cbd10eb,accept,0.0001,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:05
parachute,parachute,unknown,35aa7192c0c0468aae7302204858cde0,accept,0.0697,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:08
toothpaste,toothpaste,bath_personal,3eccf8cdd75a41a19496680dac87b847,accept,0.0045,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:10
cracker,cracker,unknown,77e34b5b67b64963a67f0d8d5e4eacae,accept,0.0151,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:11
water_scooter,water_scooter,unknown,23e4027a42974d88b593c86abd3aff57,accept,0.0006,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:13
perfume,perfume,tall_narrow,42602ad7a1024052a28e606031de0ca6,accept,0.0003,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:16
tote_bag,tote_bag,unknown,000a3d9fa4ff4c888e71e698694eb0b0,accept,0.0002,True,False,33270,,,,,,fem_gate,direct_tet/ratio/tetcount gate failed,2026-09-09 00:27:19
die,die,flat_thin,6c85f8e8ef7b4f9bbdada909dbf7a32c,accept,0.002,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:33
dumbbell,dumbbell,unknown,9a511d27d3e146189cf85535d010c145,accept,0.0004,True,False,21706,,,,,,fem_gate,direct_tet/ratio/tetcount gate failed,2026-09-09 00:27:50
flag,flag,unknown,b031f65dd5cb475fb00fb5d9ec229b87,accept,0.0393,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:50
gargoyle,gargoyle,unknown,37ba192f3b094ba6867713477e0cac58,accept,0.0191,False,,,,,,,,mesh_prep,repair failed: post-decimation mesh lost watertightness (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson),2026-09-09 00:27:51
hamburger,hamburger,unknown,cabcdfcdb2df473e8c2055bbc0c7b993,accept,0.9817,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:54
hornet,hornet,unknown,36a231c7af324000b0ea55afb6a1bb92,accept,0.0824,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:54
keg,keg,unknown,7250baeb03e940d08aba4a03b91e081b,accept,0.0009,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:56
license_plate,license_plate,unknown,becbef04dbf04d58b32574c79b11e30c,accept,0.0238,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:27:59
medicine,medicine,unknown,64fdc917a7934b07a1ac3287e9ade405,accept,0.0409,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:28:02
onion,onion,compact_blobby,ee5476b5928142a9a579404a331528c2,accept,0.0322,True,False,6246,,,,,,fem_gate,direct_tet/ratio/tetcount gate failed,2026-09-09 00:28:03
parasol,parasol,unknown,287738fd02734769ab20b648fa8537cb,accept,0.0024,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:28:04
phonebook,phonebook,unknown,485e8ea7bd4947428521570a747fd459,accept,0.3565,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:28:08
pot,pot,unknown,6791a4ce3cb44c7c88b5713b5298d908,accept,0.011,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:28:13
radish,radish,unknown,8d21d1ff64584cdf83f2bac359062f3b,accept,0.0006,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:28:16
saxophone,saxophone,unknown,ed1423c2d56e4f6d9f61d52cfa3bbd86,accept,0.0023,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:28:41
skullcap,skullcap,unknown,276a01e4b8484fcda02061e073662dc7,accept,0.0489,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:28:43
strainer,strainer,unknown,39a813c157e94a3d9d1f2332134a47bb,accept,0.1295,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:28:47
teapot,teapot,thin_shell_hollow,404abcc8b80349e0b6971b73ed360fd7,accept,0.0305,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:28:52
turkey,turkey_(food),unknown,0f86d02fcdf744c2bfaf2100e1570328,accept,0.0021,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:28:53
window_box,window_box_(for_plants),unknown,7483c5fa79b443d183dd7718baa009ae,accept,0.082,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:29:01
asparagus,asparagus,elongated_rope_stick,e959f4481edf4ed68f5b6067e821cc08,accept,0.0097,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:33:47
atomizer,atomizer,unknown,d076b147c2214633bb1e821895093039,accept,0.0007,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:33:48
baseball_cap,baseball_cap,unknown,4a713326b70a4a32aa7ec6eca918603a,accept,0.1002,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:33:48
artichoke,artichoke,compact_blobby,907ec92dd9a949e79f4633c3cabb2fa8,accept,0.0859,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:33:49
barrel,barrel,unknown,a35bdd1b77124e28a5179715ebc39037,accept,0.0001,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:33:51
basket,basket,unknown,9c10ce62bfac419290f5ab20c070c503,accept,0.0048,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:33:51
blender,blender,unknown,35534127707243d6a40ae3bbcf461d7a,accept,0.0022,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:33:53
blueberry,blueberry,unknown,fd6eb6cff0a44166a4d57a7287182a41,accept,0.0002,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:33:55
birthday_card,birthday_card,unknown,68ba07440e744d5697050446162bc661,accept,0.1579,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:00
bucket,bucket,unknown,b95a001246dc4c00b69ef669dbab8ff2,accept,0.001,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:00
carton,carton,unknown,cf71f2d412a5491ba70ef8081d553272,accept,0.0102,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:02
bubble_gum,bubble_gum,unknown,684d6463e09e43ea9049e63b628b1721,accept,0.0015,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:04
cleat,cleat_(for_securing_rope),unknown,62c27454917d40db8cd6e28f12ff4fc5,accept,0.0372,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:05
cart,cart,unknown,8f340bb7c39b42fab68c628d9752f259,accept,0.0201,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:05
bullhorn,bullhorn,unknown,3e8c37f3d701413897c6333446a76a6b,accept,0.0051,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:08
cleansing_agent,cleansing_agent,unknown,8fbbd263c00f4a659d85963553136738,accept,0.0071,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:09
coloring_material,coloring_material,unknown,76b43343e280494aa581ca01a138f4c8,accept,0.0199,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:11
cash_register,cash_register,unknown,870f6ebb115a440da5b8fed8072d7d9e,accept,0.0153,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:11
compass,compass,small_tools_office,a1d1c782e1c14d29824a8f2983198e9c,accept,0.055,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:12
crape,crape,unknown,75a1e08e4b264ec8b9e2b082bb5d60f4,accept,0.8203,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:12
dish_antenna,dish_antenna,unknown,509a2cc74d0742f7a6ba5d3036deab32,accept,0.0084,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:13
clippers,clippers_(for_plants),unknown,f85c796cdefc4b75b9d5892055650332,accept,0.1171,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:13
cream_pitcher,cream_pitcher,thin_shell_hollow,22ec01ae489a4408a7fd52e6caabb7eb,accept,0.012,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:13
dishtowel,dishtowel,unknown,f953ec3d3204405580d54f74e4aebe8f,accept,0.0009,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:14
easel,easel,unknown,956b97c11aa94840a1e24ee1558fec73,accept,0.0005,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:16
dustpan,dustpan,unknown,c192ebcddbee49668d891b8e14c5f18e,accept,0.0359,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:16
flash,flash,unknown,7aa816aa52f54e7b9249190b46ee4472,accept,0.0013,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:17
gasmask,gasmask,unknown,e169676dcff64d588da211ae0265cbf6,accept,0.119,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:26
flashlight,flashlight,unknown,85812bc38c3d410f9d75339df78f8051,accept,0.0139,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 00:34:29
